country,description,points,price,province,region_1,variety,winery
France,"This nondescript Marsanne boasts waxy, paraffin-like aromas alongside hints of lemon rind and smoke. Opens up to reveal some melon and citrus on the palate before finishing with hints of anise and beeswax. Might develop in time, might not.",85,28.0,Rhône Valley,Saint-Joseph,Marsanne,E. Guigal
US,"A little awkward. The wine shows a nice silkiness and crisp acidity. But the flavors have a cooked taste, with stewed blackberries and cola, in addition to caramelly oak.",84,24.0,California,Monterey,Pinot Noir,San Simeon
US,"As sweet and simple as an orange cream soda drink, although it's also oaky and the alcohol gives it body.",83,15.0,California,Sonoma County,Chardonnay,St. Francis
France,"Pfersigberg, the hill of peach trees, is an apt name for this ripe wine. Yellow and tropical fruits show strongly along with spice, bergamot and concentration from the 50-year-old vines in the wine. The chalk soil gives a touch of minerality to the aftertaste that remains rich and full-bodied in style. Drink from 2017.",93,44.0,Alsace,Alsace,Gewürztraminer,Domaine Barmès-Buecher
Argentina,"A bit fleshy and melony on the nose, and also flowery. The palate has a full feel despite present acids, and the apple and citrus palate is clean and slightly green. Shows all the basics on a sweet, soft frame.",86,13.0,Mendoza Province,Mendoza,Torrontés,Tomero
US,"A lightly herbaceous aroma and bright citrus flavors make this light-bodied wine fresh and easy to drink. It smells like fresh-cut grass and lemon, tastes like grapefruit and honeydew melon, and feels soft and smooth.",85,10.0,California,California,Pinot Grigio,Pepi
Italy,"A thick and frothy  bubbly that tickles your nose with its effervescence, lemon-lime acidity, grass and gravel tones. Stone fruit rides smooth over a bone dry, mouth-cleansing finish. Imported by Dalla Terra.",87,15.0,Veneto,Prosecco di Valdobbiadene,Prosecco,Adami
US,"This shows lots of Chardonnay charm and lusciousness. The texture is creamy and buttery, the flavors are suggestive of ripe pineapples and oranges, plus layers of vanilla and butterscotch are just right.",86,14.0,California,California,Chardonnay,Aura
Italy,"This opens with earthy tones of leather, spice and cured meat. There are notes of dried fruit and cassis as well. It's compact and still slightly astringent; drink after 2017.",88,59.0,Piedmont,Barbaresco,Nebbiolo,Olek Bondonio
US,"This massive, explosive Chardonnay is marked by extremely ripe pineapple, pear and peach fruit, accented with lots of sweet, caramelized oak. It's a potent, high alcohol wine whose buttered popcorn flavors are complex by crisp acidity and minerals. A bit obvious, but a fine example of its style.",92,40.0,California,Napa Valley,Chardonnay,Sbragia
Italy,"This wine opens with aromas of baked plum, leather, underbrush, grilled herb and a toasted note. The ripe, chewy palate offers raspberry jam, fleshy black cherry, licorice and a hint of vanilla alongside solid tannins. Drink through 2020.",90,70.0,Tuscany,Brunello di Montalcino,Sangiovese,Le Macioche
Italy,Poggio Salvi's Brunello Riserva offers genuine and linear fruit tones with bright berry and cherry layers lavished over spice and leather. The wine is tonic and tight in the mouth with lingering notes of spice and smoke on the close.,91,80.0,Tuscany,Brunello di Montalcino,Sangiovese Grosso,Villa Poggio Salvi
Argentina,"A little dusty and also sort of briney on the nose, with citric acidity pushing orange, apple and pear flavors. A textbook sweet, simple South American Chardonnay with a tropical leaning and finishing flavors of pineapple.",84,10.0,Mendoza Province,Uco Valley,Chardonnay,Finca El Portillo
France,"Brun packs a lot of complexity into this wine. Briary, stemmy aromas add a wild touch to the crystalline black fruit, and those same elements re-emerge on the long finish. Crisp and clean, and with enough weight that it's hard to believe the label's stated 11% alcohol.",88,13.0,Beaujolais,Beaujolais,Gamay,Jean-Paul Brun
France,"With crisp black berry fruits, this is pure juice in a glass. It has fresh acidity, a light layer of tannin and a sweet underlay to the attractive fruitiness.",87,24.0,Beaujolais,Juliénas,Gamay,Georges Duboeuf
US,"This Zin is more balanced than most of Peachy Canyon's others. It's lower in alcohol and not as hot. Still, there's a rustic edge to the ripe berry, cherry and chocolate flavors. Will be a hit with barbecue.",86,26.0,California,Paso Robles,Zinfandel,Peachy Canyon
US,"Ripe, spicy, raspberry and cherry fruit flavors mark this vibrant Pinot Noir. It shows the flashy elegance of the Santa Lucia Highlands, with brisk acidity lifting the fruit. Drink it over the next few years.",88,39.0,California,Santa Lucia Highlands,Pinot Noir,Testarossa
Australia,"There's an intriguing hint of graphite to this wine, but otherwise it's pretty straightforward, with simple apple, pear and citrus flavors. Slightly viscous in the mouth, finishing slightly warm. Drink now.",85,16.0,Victoria,Victoria,Chardonnay,Green Point
US,"Although there's no oak on this wine, it has a spicy smokiness that could come from a drop of Grenache. There are also percentages of Chardonnay and Pinot Gris that fatten Sauvignon's minerals and limes. Acidity is mouthwateringly high. This isn't a great wine, but it is a unique one, especially for Santa Rita Hills.",87,18.0,California,Sta. Rita Hills,Sauvignon Blanc,Babcock
US,"A decent, everyday Chardonnay. Tastes dryish, with pineapple and caramel flavors.",83,30.0,California,Russian River Valley,Chardonnay,Amphora
France,"This is a ripe beautifully balanced wine. It has the extra richness and density that comes from a vine produced in the close to Monte Sainte-Victoire. Full of raspberry and orange fruits, the wine has a final tangy herbal edge. Drink now.",91,20.0,Provence,Côtes de Provence Sainte-Victoire,Rosé,Château Henri Bonnaud
US,"Somehow, this California winery manages to put out the best budget Syrah in all of Washington State. Pure varietal, this excellent bottle brings clean berry fruit, natural acids and moderate tannins into play, with none of the bizarrely sweet vanilla and tobacco flavors that typically show up on Yellowtail wannabes. This wine just wants to be what it is—affordable, juicy and nicely representative of the higher acid, food-ready flavors of Washington state grapes.",88,10.0,Washington,Columbia Valley (WA),Syrah,Castle Rock
Italy,"Not bad for a first attempt. This is a thick, dark wine of almost impenetrable extraction and mature fruit notes of black cherry and black currant. Its aromas are painted in broad brush strokes and invoke roasted espresso bean, black chocolate and smoked game. It has an outstanding mouthfeel, with voluptuous but solid tannins and enormous length. Drink after 2015.",95,66.0,Tuscany,Bolgheri Superiore,Red Blend,Podere Sapaio
US,"This is the most expensive of N&N;'s current Cab lineup and also a remarkably good wine. It combines flamboyantly ripe fruit with a fine, rich structure and balance, although it's a little soft. The complex flavors of blackberries, blueberries and cherries are well-oaked, and the finish is long and spicy.",92,130.0,California,Oakville,Cabernet Sauvignon,Nickel & Nickel
Italy,This is a fresh and informal white that would pair with Thai shrimp salad with mango. It is Pinot Grigio in its easiest and most approachable form.,86,15.0,Northeastern Italy,Delle Venezie,Pinot Grigio,Tommasi
France,"There is no question about the wood here. It dominates the aroma and the palate, burying the fruit in a smooth, vanilla character. It is a pleasure to drink, but seems to have removed itself from Beaujolais.",87,24.0,Beaujolais,Moulin-à-Vent,Gamay,Georges Duboeuf
France,"This wood-aged wine shows equal notes of toasty spice and ripe fruit. On the palate, it's full and round, with pear and apricot flavors giving it richness. This is concentrated and worth aging for another 2–3 years.",90,19.0,Southwest France,Bergerac Sec,Bordeaux-style White Blend,Château de la Jaubertie
Italy,"Hearty and masculine, this has dark fruit aromas of blackberry and prune that are backed by notes of cured meat, leather and Indian spice. Those dark flavors add sensations of sweetness and richness to the overall mouthfeel.",88,25.0,Tuscany,Maremma Toscana,Red Blend,Paniole
Australia,"Bright, bouncy cherry and plum aromas; wood and earth are interspersed with mixed cherries on the palate. A straighforward, enjoyable Grenache.",87,18.0,South Australia,McLaren Vale,Grenache,Simon Hackett
Argentina,"A bit rusty in color and mature, but that's what makes this wine different than most. It's earthy, a bit leathery and muddled, and slightly baked. But it's also subdued, mellow and sturdy, with lighter tannins and hints of herbs to go with finely roasted berry and tomato flavors. Integrated, long and spicy late. Drink now through 2012.",90,22.0,Mendoza Province,Mendoza,Bordeaux-style Red Blend,Weinert
Italy,"Campo ai Sassi is a lush and ripe Rosso with a point of cherry liqueur that appears alongside blueberry, spice, leather and tobacco. The wine is fresh, compact and would pair with succulent cuts of red meat.",87,25.0,Tuscany,Rosso di Montalcino,Sangiovese Grosso,Marchesi de' Frescobaldi
Spain,"This mature wine is rusty in color and burnt and stalky smelling, with gritty fruit aromas. In the mouth, it's flabby and lacks structure, while the flavor profile is earthy, with herbal berry flavors. Carob and herbal notes are the finishing flavors.",85,30.0,Northern Spain,Navarra,Red Blend,Ochoa
US,"Extraordinarily rich and sweet in raspberry, cherry, vanilla custard, brown sugar and cinnamon spice flavors. Soft and somewhat sugary on the finish, it shows lots of ripe California fruit, but would benefit from being drier.",87,78.0,California,Monterey County,Malbec-Syrah,Château Julien
Italy,"The Damilano is a modern take on Barbera; a big, very ripe, chunky wine that is easy to like. The fruit is thick with dark jammy flavors, and although there are hints of something more exotic lurking, at the moment all you have is a hint of spice. Easy to drink now, but worth cellaring for a couple of years, as it will prove to be more interesting with some bottle age.",88,18.0,Piedmont,Barbera d'Alba,Barbera,Damilano
Spain,"Classic old-school Gran Reserva. The nose is full of barbecue, molasses and dried plum, while the palate has complexities in the form of tobacco, tire rubber and earth. It goes somewhat citrusy and quick on the finish, ending in a wash of orange-infused leather and chocolate. Drink now or hold for another 5 years.",88,25.0,Northern Spain,Rioja,Tempranillo,Marques de Arienzo
Spain,"Maturing fairly well, with brown edges to the wine's earthy hue. The nose is rooty and deep, but there's a definite cheesy, mildly bretty accent to it. And the mouthfeel is defined by major tannic grip and bite. Warm and mildly raisiny, with caramel on the finish. Drink now.",87,55.0,Northern Spain,Toro,Tinta de Toro,Cyan
